url,exact_phrase,context,type,status,risk,action,proposed_replacement_or_action
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,health,"cture. The stronger the personality structure of a person - the higher his health, energy, efficiency, in any area! Working with subpersonalities in homeopathy It turned out to be a very valu",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,traumas,"parts of the soul (subpersonalities). Often they were formed during acute traumas (birth, childhood, violence). And there may be several such subpersonalities. They hold a person back. I stud",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,traumatized,may be several such subpersonalities. They hold a person back. I study key traumatized subpersonalities within the framework of the Birth Star service. The surprising thing is that you can work wi,health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,Trauma,"ries associated with them. This is how I managed to start working with the Trauma Core. 3. The third level-up appeared when I saw that the trauma core consists of several stresses, each of wh",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,trauma,"g with the Trauma Core. 3. The third level-up appeared when I saw that the trauma core consists of several stresses, each of which differently - blocks consciousness, - blocks a person's ener",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,trauma,"s own drug is suitable. We began to work in detail with each stress of the trauma core. And plus, now I am no longer simply influencing the image of the subpersonality, but specifically targe",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,Trauma,"the subpersonality, which correspond to the stresses and scenarios of the Trauma Core. This gives a higher effect. EXAMPLE OF WORK A girl came to me with a request for apathy, helplessness,",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,trauma,"ires. 1. At the first session, I prescribed drugs to work through internal trauma, sadness. Result after a week: internal strength was revealed, a desire to live appeared. But the feeling of",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,depression,"feeling of loneliness and lack of love. EFFECT: the feeling of apathy and depression dissolved. Many friends, contacts and a lot of pleasure appeared in life. I was amazed. In just 2 sessions, t",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/therapy/2-lvl-trauma-therapy-homeopathy-of-subpersonalities,€,"person changes significantly inside. Correction cycle: 4 sessions. Cost: 70€/ session. #3. SUPPORT. To consolidate and enhance the result, you can also order: 3.1. Additional energy supp",stale-context,"UNVERIFIED—literal match, context review required",P1,REWRITE,"Verify current availability, CAD fee and location; remove stale urgency/arrival wording without inventing facts."
